TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
FUENTES,FUE_01_0039,"CENTRO, PZA. GABRIEL MIRO, Nº 8",Sin información adicional,40.4120067,-3.7149769
FUENTES,FUE_01_0041,"CENTRO, C/ SANTA CRUZ DE MARCENADO, 18",ESQUINA C/ CONDE DUQUE (FTE FARMACIA),40.4288758,-3.7096543
FUENTES,FUE_01_0042,"CENTRO, PLAZA SANTA MARÍA SOLEDAD TORRES ACOSTA","FRENTE A CALLE LUNA, 8",40.4218322,-3.7054888
FUENTES,FUE_01_0043,"CENTRO, CALLE DEL ALMENDRO, 3",Sin información adicional,40.4128691,-3.709017
FUENTES,FUE_01_0044,"CENTRO, CIUDAD RODRIGO, JUNTO ACCESO PZA. MAYOR",CV TRAVESÍA DE BRINGAS,40.4157493,-3.7086386
FUENTES,FUE_01_0045,"CENTRO, JARDINES ARQUITECTO RIBERA",DENTRO DE ARENERO ZONA INFANTIL,40.4258724,-3.6996383
FUENTES,FUE_01_0046,"CENTRO, CALLE ARENAL Nº 18",Sin información adicional,40.4173694,-3.7068608
FUENTES,FUE_01_0047,"CENTRO, PLAZA DE LAVAPIÉS",JUNTO ZONA INFANTIL,40.4089076,-3.7010206
FUENTES,FUE_01_0048,"CENTRO, PLAZA DEL PRÍNCIPE ALFONSO Nº5","PLAZA DE SANTA ANA, ÁREA INFANTIL",40.414841,-3.7004943
FUENTES,FUE_01_0049,"CENTRO, PASEO DE RECOLETOS Nº 17",C/V PRIM. EN BULEVAR JUNTO ASEOS PÚBLICOS,40.4214908,-3.6924701
FUENTES,FUE_01_0050,"CENTRO, PLAZA JACINTO BENAVENTE Nº 2",C/V PLAZA DEL ÁNGEL,40.4144869,-3.7031275
FUENTES,FUE_01_0051,"CENTRO, CALLE TRES CRUCES, 1",C/V PLAZA DEL CARMEN,40.419109,-3.7032599
FUENTES,FUE_01_0052,"CENTRO, C/ AUGUSTO FIGUEROA Nº 41",C/V VÁLGAME DIOS,40.4220373,-3.6967302
FUENTES,FUE_01_0053,"CENTRO, PLAZA GUARDIAS DE CORPS, 4 ",C/V CONDE DUQUE,40.4271838,-3.7104941
FUENTES,FUE_01_0054,"CENTRO, GRAN VÍA, 69",Sin información adicional,40.4229586,-3.7103794
FUENTES,FUE_01_0055,"CENTRO, CABALLERO DE GRACIA, 40","C/V GRAN VÍA, 1",40.4189242,-3.6975217
FUENTES,FUE_01_0056,"CENTRO, PASEO DE RECOLETOS 1",C/V PZA. CIBELES EN BULEVAR JUNTO PARADAS DE AUTOBÚS,40.4198082,-3.6932761
FUENTES,FUE_01_0057,"CENTRO, TIRSO DE MOLINA 2",JUNTO ÁREA INFANTIL,40.412335,-3.7036965
FUENTES,FUE_01_0058,"CENTRO, TOLEDO 40",FRENTE Nº 40,40.4125395,-3.7076008
FUENTES,FUE_01_0059,"CENTRO, PLAZA PLATERIA DE MARTINEZ 3",Sin información adicional,40.4127372,-3.6938653
FUENTES,FUE_01_0060,"CENTRO, CALLE ALCALA 48",PUERTA BANCO DE ESPAÑA,40.4189354,-3.6948494
FUENTES,FUE_01_0061,"CENTRO, CALLE HUERTAS 71",C/V CALLE JESÚS,40.4131045,-3.6953848
FUENTES,FUE_01_0062,"CENTRO, CALLE SAN LUCAS 1",C/V SAN GREGORIO,40.4238133,-3.6971036
FUENTES,FUE_01_0063,"CENTRO, PARQUE CASINO DE LA REINA",JUNTO ÁREA CANINA,40.4058599,-3.7055371
FUENTES,FUE_01_0064,"CENTRO, PARQUE CASINO DE LA REINA",JUNTO ÁREA CANINA,40.4059452,-3.7057367
FUENTES,FUE_01_0065,"CENTRO, PLAZA CONDE DE BARAJAS 6",Sin información adicional,40.4144946,-3.7085963
FUENTES,FUE_01_0066,"CENTRO, PLAZA VIRGEN DE LA PALOMA 1",C/V CALLE LA PALOMA 21,40.4082096,-3.7119965
FUENTES,FUE_01_0067,"CENTRO, CALLE SANTA CRUZ DE MARCENADO 31",Sin información adicional,40.4296616,-3.7133527
FUENTES,FUE_01_0068,"CENTRO, CALLE SAN PEDRO 20",C/V GOBERNADOR,40.4114955,-3.6948415
FUENTES,FUE_01_0069,"CENTRO, PLAZA SANTA BARBARA 10",Sin información adicional,40.4265203,-3.6965641
FUENTES,FUE_01_0070,"CENTRO, PLAZA CONDE DE MIRANDA 2",Sin información adicional,40.414788,-3.7096126
FUENTES,FUE_01_0071,"CENTRO, C/ ATOCHA, 73 ",C/V C/ AMOR DE DIOS,40.4122616,-3.6986661
FUENTES,FUE_01_0072,"CENTRO, C/ SANTA ISABEL, 34 ",C/V C/ BUENAVISTA.,40.4106288,-3.6981192
FUENTES,FUE_01_0073,"CENTRO, C/ DOCTOR MATA, 2 ","C/V C/ SANTA ISABEL, PLAZA JUAN GOYTISOLO",40.4089132,-3.6944487
FUENTES,FUE_01_0074,"CENTRO, C/ SANTA ISABEL, 52 ",JUNTO AL MUSEO REINA SOFÍA,40.4084931,-3.69335
FUENTES,FUE_01_0075,"CENTRO, PLAZA DE LA CORRALA ",C/ MESÓN DE PAREDES 63.,40.4080412,-3.7028827
FUENTES,FUE_01_0076,"CENTRO, PLAZA DEL CAMPILLO DEL MUNDO NUEVO ",Sin información adicional,40.4062448,-3.7085298
FUENTES,FUE_01_0077,"CENTRO, CALLE CALATRAVA, 37",C/V C/ DEL ÁNGEL,40.4097296,-3.7132736
FUENTES,FUE_01_0078,"CENTRO, PLAZA DE SAN FRANCISCO, 4 ",C/V C/ SAN BUENAVENTURA,40.4108156,-3.7141863
FUENTES,FUE_01_0079,"CENTRO, Pº VIRGEN DEL PUERTO, 1 ",C/V GLORIETA DE SAN VICENTE,40.4196034,-3.7199109
FUENTES,FUE_01_0080,"CENTRO, PLAZA DEL REY",CALLE BARQUILLO 'FRENTE Nº 6-8,40.420101,-3.695793
FUENTES,FUE_01_0081,"CENTRO, PLAZA CONDE DE TORENO 1",C/V CALLE REYES,40.4243663,-3.7091785
FUENTES,FUE_01_0082,"CENTRO, CALLE AMANIEL 10",C/V TRAVESÍA CONDE DUQUE,40.4257768,-3.7093502
FUENTES,FUE_01_0083,"CENTRO, CALLE MAYOR 32",C/V BORDADORES,40.4161874,-3.7078227
FUENTES,FUE_01_0084,"CENTRO, PLAZA DE SANTIAGO 4",C/V SANTA CLARA,40.4167042,-3.7108142
FUENTES,FUE_01_0085,"CENTRO, CALLE ALCALÁ, 7",JUNTO CANALEJAS,40.4173884,-3.7013164
FUENTES,FUE_01_0086,"CENTRO, CALLE MAESTRO GUERRERO 8A",C/V DOS AMIGOS,40.4244243,-3.7107103
FUENTES,FUE_01_0087,"CENTRO, CALLE LIBREROS 1",FRENTE Nº 4 C/V FLOR ALTA,40.421459,-3.7067995
FUENTES,FUE_01_0088,"CENTRO, CALLE HORTALEZA 37",C/V CALLE PÉREZ GALDÓS,40.4222757,-3.6996999
FUENTES,FUE_01_0089,"CENTRO, CALLE CRUZ VERDE 16",C/V TRAV. CRUZ VERDE,40.4238529,-3.7071189
FUENTES,FUE_01_0090,"CENTRO, CALLE SAN BERNARDO 55",C/V CALLE ESPIRITU SANTO,40.4257768,-3.7071624
FUENTES,FUE_01_0091,"CENTRO, CALLE RASTRILLO 1",C/V CALLE ESPIRITU SANTO,40.4253847,-3.7038411
FUENTES,FUE_01_0092,"CENTRO, GLORIETA EMBAJADORES, 1",GLORIETA EMBAJADORES FAROLA 29 C/V CALLE EMBAJADORES.,40.4055135,-3.702708
FUENTES,FUE_01_0093,"CENTRO,  CUESTA SANTO DOMINGO 12",C/V CAMPOMANES,40.4196945,-3.7092889
FUENTES,FUE_01_0094,"CENTRO, PLAZA ENCARNACION 2",C/V CALLE DE LA ENCARNACIÓN,40.4197325,-3.711001
FUENTES,FUE_01_0095,"CENTRO, CALLE TOLEDO, 61 C/V C/ SAN MILLÁN",PLAZA DE LA CEBADA,40.4112274,-3.7080417
FUENTES,FUE_01_0096,"CENTRO, CALLE PRECIADOS, 35",C/V CALLE TERNERA,40.4197195,-3.707154
FUENTES,FUE_01_0097,"CENTRO, PLAZA DE PONTEJOS, 2",Sin información adicional,40.4159525,-3.7043129
FUENTES,FUE_01_0098,"CENTRO, CALLE IMPERIAL, 10",Sin información adicional,40.4146248,-3.707051
FUENTES,FUE_01_0099,"CENTRO, PLAZA DE LA PAJA, 6",C/V PRÍNCIPE ANGLONÁ,40.4133528,-3.7113671
FUENTES,FUE_01_0100,"CENTRO, CALLE LAVAPIES, 19",Sin información adicional,40.4107363,-3.7026087
FUENTES,FUE_01_0101,"CENTRO, CALLE ALMUDENA, 3",C/V BAILÉN 19,40.4155965,-3.7132505
FUENTES,FUE_01_0102,"CENTRO, CALLE SAN NICOLAS, 15",FRENTE AL Nº 15,40.4166794,-3.7118789
FUENTES,FUE_01_0103,"CENTRO, PLAZA DEL BIOMBO, 1",C/V CALLE CALDERÓN DE LA BARCA,40.4159043,-3.7112133
FUENTES,FUE_01_0104,"CENTRO, CALLE GRAFAL, 10",FRENTE Nº 10 C/V SAN BRUNO,40.4130361,-3.7082475
FUENTES,FUE_01_0105,"CENTRO, CALLE TAMAYO Y BAUS, 5",C/V CALLE MARQUES DEL MONASTERIO,40.4229473,-3.6931666
FUENTES,FUE_01_0106,"CENTRO, CALLE FUENCARRAL, 43",Sin información adicional,40.4231172,-3.7008449
FUENTES,FUE_01_0107,"CENTRO, PLAZA DE SAN MARTIN, 1",Sin información adicional,40.4182315,-3.7070148
FUENTES,FUE_01_0108,"CENTRO, CALLE AVE MARIA, 34",Sin información adicional,40.4102805,-3.7010119
FUENTES,FUE_01_0109,"CENTRO, CALLE SANTA ISABEL, 47",C/V SANTA INÉS,40.4095051,-3.6959671
FUENTES,FUE_01_0110,"CENTRO, PASEO DEL PRADO, 8",C/V PLAZA DE LAS CORTES 6,40.4155886,-3.6948315
FUENTES,FUE_01_0111,"CENTRO, CALLE SAN AGUSTIN, 2",C/V CALLE PRADO,40.4153281,-3.6969334
FUENTES,FUE_01_0112,"CENTRO, CARRERA DE SAN JERÓNIMO, 21",Sin información adicional,40.416636,-3.6985023
FUENTES,FUE_01_0113,"CENTRO, CALLE VIRGEN DE LOS PELIGROS , 2",Sin información adicional,40.4181851,-3.6993679
FUENTES,FUE_01_0114,"CENTRO, CALLE ALMIRANTE, 1",Sin información adicional,40.4088482,-3.6954699
FUENTES,FUE_01_0115,"CENTRO, CALLE ALCALA, 45",Sin información adicional,40.4272429,-3.6728706
FUENTES,FUEP_01_06_0051,"CENTRO, JARDINES DE SABATINI",A. 1 · PLATAFORMA,40.4204798,-3.7137624
FUENTES,FUEP_01_07_0052,"CENTRO, JARDINES DE LA PLAZA DE ORIENTE",A. 3 · LEPANTO,40.41756,-3.7118915
FUENTES,FUEP_01_09_0004,"CENTRO, MADRID RÍO",Z.06. - VIRGEN DEL PUERTO,40.4168676,-3.7216504
FUENTES,FUEP_01_09_0008,"CENTRO, MADRID RÍO",Z.07. - ERMITA VIRGEN DEL PUERTO,40.4154456,-3.7221456
FUENTES,FB_XX_1,"CENTRO, JARDINES DE SABATINI",entrada a Sabatini por Plaza España,40.4215178,-3.7133316
FUENTES,FB_XX_2,"CENTRO, JARDINES DE SABATINI",entrada a Sabatini por Palacio,40.4204378,-3.7131315
FUENTES,FUE_02_0001,"ARGANZUELA, ED 3/3 MENDEZ ALVARO - DELICIAS",PLAZA DEL AMANECER EN MÉNDEZ ÁLVARO Nº3,40.399242,-3.6848763
FUENTES,FUE_02_0002,"ARGANZUELA, RAMIREZ DE PRADO",C/RAMIREZ DE PRADO Nº 5,40.3989978,-3.6873947
FUENTES,FUE_02_0003,"ARGANZUELA, Z.V. PUERTO DE  BEJAR",CALLE PUERTO DE BEJAR Nº 24,40.3886234,-3.6865894
FUENTES,FUE_02_0005,"ARGANZUELA, PARQUE DEL BRONCE PVF",C/BRONCE Nº 19,40.390326,-3.6874734
FUENTES,FUE_02_0007,"ARGANZUELA, PARQUE DE DELICIAS",C/PÀRROCO EUSEBIO CUENCA Nº 46,40.395487,-3.6883302
FUENTES,FUE_02_0009,"ARGANZUELA, PZA. LUCA DE TENA",PZA  LUCA DE TENA N º2,40.4020595,-3.6935279
FUENTES,FUE_02_0010,"ARGANZUELA, PZA  LUCA DE TENA N º13",JARDÍN DE PALESTINA,40.4020505,-3.6940827
FUENTES,FUE_02_0012,"ARGANZUELA, C/PALOS DE LA FRONTERA Nº 42 ",JARDÍN DE PALESTINA,40.4029032,-3.6947118
FUENTES,FUE_02_0013,"ARGANZUELA, C/CANARIAS Nº 22",JARDÍN DE PALESTINA,40.4022005,-3.6950381
FUENTES,FUE_02_0014,"ARGANZUELA, PZA. RUTILIO GACIS",PLAZA RUTILIO GACIS Nº 2,40.3942707,-3.696825
FUENTES,FUE_02_0015,"ARGANZUELA, PZA. PEÑUELAS",PLAZA DE LAS PEÑUELAS Nº 12,40.4010498,-3.702649
FUENTES,FUE_02_0016,"ARGANZUELA, PARQUE PEÑUELAS",PASEO ESPERANZA Nº 25 ,40.4010743,-3.7052867
FUENTES,FUE_02_0017,"ARGANZUELA, POL. DE YESERIAS FASES II Y III",PASEO YESERÍAS 25,40.3993583,-3.7076552
FUENTES,FUE_02_0019,"ARGANZUELA, JARDIN DEL RASTRO",CALLE CONCEJAL BENITO MARTÍN LOZANO 10,40.4054215,-3.7090263
FUENTES,FUE_02_0021,"ARGANZUELA, JARDIN MAESTRO PADILLA",C/SAN ALEJANDRO Nº 14,40.4043948,-3.7218641
FUENTES,FUE_02_0022,"ARGANZUELA, ACACIAS - PASILLO VERDE",C/ GASÓMETRO 26. DENTRO DEL PARQUE,40.4026585,-3.7082319
FUENTES,FUE_02_0023,"ARGANZUELA, ACACIAS - PASILLO VERDE",C/ GASÓMETRO 26. DENTRO DEL PARQUE,40.4026585,-3.7082319
FUENTES,FUE_02_0024,"ARGANZUELA, PARQUE IMPERIAL PVF",CALLE SANTA MARÍA LA REAL DE NIEVA N º16,40.404843,-3.7181203
FUENTES,FUE_02_0025,"ARGANZUELA, MED. C/ TOLEDO",Sin información adicional,40.4020631,-3.7585523
FUENTES,FUE_02_0027,"ARGANZUELA, MED. C/ TOLEDO",Sin información adicional,40.4061637,-3.7118895
FUENTES,FUE_02_0028,"ARGANZUELA, ED 2/8 VALDELASIERRA", C/VALDELASIERRA Nº 10,40.3973753,-3.7049079
FUENTES,FUE_02_0029,"ARGANZUELA, HIERRO - ANTRACITA",C/ DEL SODIO Nº 3,40.3894166,-3.6902372
FUENTES,FUE_02_0030,"ARGANZUELA, HIERRO - ANTRACITA",C/ DEL SODIO Nº 3,40.3891097,-3.6900594
FUENTES,FUE_02_0031,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN",Sin información adicional,40.3870597,-3.6834906
FUENTES,FUE_02_0033,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN",Sin información adicional,40.389133,-3.6814107
FUENTES,FUE_02_0034,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN",C/VILLARROBLEDO S/N,40.3860749,-3.6846907
FUENTES,FUE_02_0035,"ARGANZUELA, PARQUE MIRADOR TIERNO GALVAN PVF",C/NEBULOSAS N º2 ,40.3938613,-3.6847016
FUENTES,FUE_02_0037,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN",EN LACOTA. C/TITÁN Nº 2,40.3903443,-3.6818943
FUENTES,FUE_02_0038,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN",EN LA COTA. C/TITÁN Nº 2,40.3876895,-3.6846258
FUENTES,FUE_02_0039,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN,  Pº  CATALPAS JUNTO A LA FAROLA 594",Sin información adicional,40.3922232,-3.6857213
FUENTES,FUE_02_0040,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN",Sin información adicional,40.3927097,-3.6833884
FUENTES,FUE_02_0042,"ARGANZUELA, PARQUE DEL BRONCE PVF",C/ANTRACITA N º 51,40.3913984,-3.6866864
FUENTES,FUE_02_0045,"ARGANZUELA, JARDINES FERNANDO POO - TORRES MIRANDA","C/JAIME EL CONQUISTADOR Nº 6, JUNTO ZONA INFANTIL",40.3978708,-3.6981919
FUENTES,FUE_02_0046,"ARGANZUELA, JARDIN PARROCO SANCHEZ CAMARA ED 2-15",C/MORATINES Nº24,40.4017881,-3.7045037
FUENTES,FUE_02_0047,"ARGANZUELA, PARQUE PEÑUELAS",FRENTE EL Nº 31 DE PASEO ESPERANZA,40.4000401,-3.7059459
FUENTES,FUE_02_0048,"ARGANZUELA, CALLE DEL TEJO Nº 3",Sin información adicional,40.3966528,-3.6786521
FUENTES,FUE_02_0049,"ARGANZUELA, YESERIAS FRENTE Nº 29 FLA. 24-26",Sin información adicional,40.398553,-3.709006
FUENTES,FUE_02_0050,"ARGANZUELA, PASEO YESERIAS",FRENTE AL Nº15,40.3993984,-3.7107117
FUENTES,FUE_02_0052,"ARGANZUELA, AV. PALNETARIO, 11",EN ZONA VERDE CV CALLE MENESES,40.3936248,-3.6819368
FUENTES,FUE_02_0053,"ARGANZUELA, CALLE GRANITO, 20 ",CON VUELTA CALLE HIERRO,40.3934635,-3.6923876
FUENTES,FUE_02_0054,"ARGANZUELA, CALLE AGUILÓN,11",JUNTO A ZONA INFANTIL,40.3974616,-3.7003397
FUENTES,FUE_02_0055,"ARGANZUELA, CALLE EROS Nº 10",CV CALLE ARIEL,40.3932382,-3.6798104
FUENTES,FUE_02_0056,"ARGANZUELA, CALLE AMALTEA Nº 6",JUNTO ZONA INFANTIL,40.3949172,-3.6823618
FUENTES,FUE_02_0057,"ARGANZUELA, CALLE JACARANDA 13",C/V ALMEZ,40.3973938,-3.6792176
FUENTES,FUE_02_0058,"ARGANZUELA, PASEO DE YESERÍAS, 1",ZV JUNTO PISTA FRONTÓN,40.4007368,-3.7129266
FUENTES,FUE_02_0059,"ARGANZUELA, CALLE TOLEDO, 178",JARDINES DE CONCHA PIQUER,40.4020561,-3.7143668
FUENTES,FUE_02_0060,"ARGANZUELA, PASEO JUAN ANTONIO VALLEJO NÁJERA-BOTAS, 1",C/V GLORIETA SANTA MARÍA DE LA CABEZA,40.4009185,-3.6999534
FUENTES,FUE_02_0061,"ARGANZUELA, C/ VILLOSLADA Nº 9",PARQUE GIL IMÓN,40.4037155,-3.7111664
FUENTES,FUE_02_0062,"ARGANZUELA, TRAVESÍA DE SAN ISIDORO DE SEVILLA, 7-9 ","PASEO DE LOS OLMOS Nº 24,",40.4037155,-3.7111664
FUENTES,FUE_02_0063,"ARGANZUELA, CALLE PÁRROCO EUSEBIO CUENCA, FRENTE Nº 64 ",C/V ANTRACITA (PLANETARIO),40.3934609,-3.6876176
FUENTES,FUE_02_0064,"ARGANZUELA, PARQUE ENRIQUE TIERNO GALVAN, AV. PLANETARIO 18","Pº  CATALPAS JUNTO A LA FAROLA 594, ÁREA CANINA",40.3913401,-3.6858563
FUENTES,FUE_02_0065,"ARGANZUELA, CALLE MORENO NIETO,5",CV CALLE JUAN DUQUE 25 ,40.4117496,-3.7187215
FUENTES,FUEP_02_09_0010,"ARGANZUELA, MADRID RÍO",Z.10. - CEDEX MARGEN IZQUIERDO,40.4086277,-3.7213938
FUENTES,FUEP_02_09_0016,"ARGANZUELA, MADRID RÍO",Z.17. -  ARGANZUELA - ESQUELETO,40.3994346,-3.7112629
FUENTES,FUEP_02_09_0018,"ARGANZUELA, MADRID RÍO",Z.17. -  ARGANZUELA - ESQUELETO,40.3994329,-3.7112405
FUENTES,FUEP_02_09_0017,"ARGANZUELA, MADRID RÍO",Z.17. -  ARGANZUELA - ESQUELETO,40.3994329,-3.7112511
FUENTES,FUEP_02_09_0012,"ARGANZUELA, MADRID RÍO",Z.17. -  ARGANZUELA - ESQUELETO,40.3985716,-3.7125641
FUENTES,FUEP_02_09_0013,"ARGANZUELA, MADRID RÍO",Z.17. -  ARGANZUELA - ESQUELETO,40.3985662,-3.7125723
FUENTES,FUEP_02_09_0014,"ARGANZUELA, MADRID RÍO",Z.17. -  ARGANZUELA - ESQUELETO,40.3985598,-3.7125805
FUENTES,FUEP_02_09_0022,"ARGANZUELA, MADRID RÍO",Z.18. - ARGANZUELA - PERRAULT,40.3983593,-3.711195
FUENTES,FUEP_02_09_0021,"ARGANZUELA, MADRID RÍO",Z.18. - ARGANZUELA - PERRAULT,40.3983549,-3.7111867
FUENTES,FUEP_02_09_0020,"ARGANZUELA, MADRID RÍO",Z.18. - ARGANZUELA - PERRAULT,40.3983495,-3.7111784
FUENTES,FUEP_02_09_0028,"ARGANZUELA, MADRID RÍO",Z.20. - ARGANZUELA - Pº DE PLATANOS,40.3963013,-3.7074415
FUENTES,FUEP_02_09_0029,"ARGANZUELA, MADRID RÍO",Z.20. - ARGANZUELA - Pº DE PLATANOS,40.3962931,-3.7074462
FUENTES,FUEP_02_09_0030,"ARGANZUELA, MADRID RÍO",Z.20. - ARGANZUELA - Pº DE PLATANOS,40.3962859,-3.7074496
FUENTES,FUEP_02_09_0025,"ARGANZUELA, MADRID RÍO",Z.20. - ARGANZUELA - Pº DE PLATANOS,40.3973554,-3.7071344
FUENTES,FUEP_02_09_0026,"ARGANZUELA, MADRID RÍO",Z.20. - ARGANZUELA - Pº DE PLATANOS,40.3973509,-3.7071261
FUENTES,FUEP_02_09_0024,"ARGANZUELA, MADRID RÍO",Z.20. - ARGANZUELA - Pº DE PLATANOS,40.3973607,-3.7071427
FUENTES,FUEP_02_09_0039,"ARGANZUELA, MADRID RÍO",Z.23. - ARGANZUELA - Pº DE LA CHOPERA,40.3923741,-3.7006584
FUENTES,FUEP_02_09_0040,"ARGANZUELA, MADRID RÍO",Z.23. - ARGANZUELA - Pº DE LA CHOPERA,40.3923803,-3.7006655
FUENTES,FUEP_02_09_0037,"ARGANZUELA, MADRID RÍO",Z.23. - ARGANZUELA - Pº DE LA CHOPERA,40.3925544,-3.7009265
FUENTES,FUEP_02_09_0036,"ARGANZUELA, MADRID RÍO",Z.23. - ARGANZUELA - Pº DE LA CHOPERA,40.3925499,-3.7009359
FUENTES,FUEP_02_09_0035,"ARGANZUELA, MADRID RÍO",Z.23. - ARGANZUELA - Pº DE LA CHOPERA,40.3925453,-3.7009453
FUENTES,FUEP_02_09_0043,"ARGANZUELA, MADRID RÍO",Z.28. - BMX,40.3843184,-3.6887583
FUENTES,FUEP_02_09_0041,"ARGANZUELA, MADRID RÍO",Z.23. - ARGANZUELA - Pº DE LA CHOPERA,40.3932601,-3.6984983
FUENTES,SKATEPARK,"ARGANZUELA, MADRID RÍO",Z.21. - ARGANZUELA - PUENTE DE PRAGA,40.3954644,-3.7040321
FUENTES,SKATEPARK,"ARGANZUELA, MADRID RÍO",Z.21. - ARGANZUELA - PUENTE DE PRAGA,40.3954609,-3.7040227
FUENTES,SKATEPARK,"ARGANZUELA, MADRID RÍO",Z.21. - ARGANZUELA - PUENTE DE PRAGA,40.3954573,-3.7040132
FUENTES,SKATEPARK,"ARGANZUELA, MADRID RÍO",Z.18. - ARGANZUELA - PERRAULT,40.3993117,-3.7105875
FUENTES,SKATEPARK,"ARGANZUELA, MADRID RÍO",Z.18. - ARGANZUELA - PERRAULT,40.3985024,-3.7090153
FUENTES,FUE_03_0001,"RETIRO, PARQUE DE ROMA",C/JUAN ESPLANDIU Nº 6.PRÓXIMA A FUENTE ORNAMENTAL CIRCULAR,40.4273744,-3.6896988
FUENTES,FUE_03_0002,"RETIRO, PARQUE DE ROMA","C/JUAN ESPLANDIU Nº 4, JUNTO A JUEGOS INFANTILES",40.4158555,-3.6614183
