PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
11777752;"Centro Cristiano Evangélico Independiente";"Templo evangélico.";"";"";"Metro: Carabanchel Alto (línea 11).   Bus:   108, 118.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8446832e34353810VgnVCM1000001d4a900aRCRD";"SECOYA";"CALLE";"V";"28";"3";"";"";"";"MADRID";"MADRID";"28044";"6";"BUENAVISTA";"11";"CARABANCHEL";"436566";"4468969";"40.368892245184576";"-3.747166775976031";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
3751;"Centro Cultural Islámico. Mezquita de Madrid";"";"";"";"Metro: Barrio de la Concepción (línea 7).  Bus: 122, 53.  Bicimad: Estación 231 (calle Derechos Humanos, 12).  Aparcamiento: Verdaguer y García (44), calle Verdaguer y García.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3b71e79ee71c010VgnVCM1000000b205a0aRCRD";"SALVADOR DE MADARIAGA";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28027";"5";"SAN PASCUAL";"15";"CIUDAD LINEAL";"444248";"4476638";"40.43852894692424";"-3.6573554749897212";"913 262 610";"";"info@centro-islamico.com";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7066102;"Centro de Evangelización Anuncio de Paz";"Templo evangélico";"";"";"Metro: Nueva Numancia (línea 1)  Bus: 10, 111, 24, 310, 136, 54, 57, 58";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=17bb8105e2260410VgnVCM2000000c205a0aRCRD";"PUERTO DEL MONASTERIO";"CALLE";"V";"10";"BAJO";"";"";"";"MADRID";"MADRID";"28053";"2";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"443545";"4471788";"40.39477355030102";"-3.665233691809319";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11769868;"Centro de Fe y Esperanza Internacional";"Templo evangélico.";"";"";"Metro: Oporto (línea 5 y 6).  Bus: 247.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a97103c47533810VgnVCM2000001f4a900aRCRD";"LUIS GOMEZ";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28025";"5";"PUERTA BONITA";"11";"CARABANCHEL";"437898";"4470830";"40.38575649321376";"-3.7316618578640703";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064897;"Centro Evangélico de Restauración Aliento de Vida";"Templo evangélico";"";"";"Metro: Sierra de Guadalupe (línea 1)  Bus: 130, T31  Renfe Cercanías: Vallecas (C2, C7)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03479bd56dc50410VgnVCM2000000c205a0aRCRD";"PUERTO DE LAS PILAS";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"446793";"4469998";"40.37887387719392";"-3.6268000188410188";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11745535;"Christ Missions Evangelical Church";"Templo evangélico.";"";"";"Bus: 123, 85.  Cercanías Renfe: Madrid-Villaverde Bajo (línea C3, C4 y C4a).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cad1b83607c82810VgnVCM1000001d4a900aRCRD";"TANTALO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442125";"4467096";"40.35242427567422";"-3.681517625700249";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11771489;"Christ The Master Filipino Christian Fellowship";"Templo evangélico.";"";"";"Metro: Barrio del Pilar (línea 9).  Bus: 128, 132, 137, 49, 83, 147.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7472efa872b33810VgnVCM1000001d4a900aRCRD";"FONSAGRADA";"PLAZA";"V";"5";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439997";"4480999";"40.47751222856838";"-3.707887319176637";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11025954;"Community Church of Madrid";"Templo evangélico.";"";"";"Metro: Vicente Aleixandre (línea 6).   Bus: C1, C2.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ab50d28e4e5d610VgnVCM2000001f4a900aRCRD";"VIÑA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28003";"6";"VALLEHERMOSO";"7";"CHAMBERI";"439057";"4477288";"40.444012178441184";"-3.7186194926544465";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11772695;"Comunidad Cristiana Betania";"Templo evangélico.";"";"";"Bus:  82, 67.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5be36cd533043810VgnVCM1000001d4a900aRCRD";"GABRIELA MISTRAL";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"437623";"4481669";"40.483378084085";"-3.735961169071446";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11768989;"Comunidad Cristiana Casa de Bendición";"Templo evangélico.";"";"";"Metro: Torre Arias (línea 5).  Bus: 148.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=75d840bd16133810VgnVCM1000001d4a900aRCRD";"ESFINGE";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448253";"4477305";"40.444795655280224";"-3.610188031875868";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
3740;"Comunidad Cristiana Eben-Ezer de la Villa de Vallecas";"";"";"";"Metro: Congosto (línea 1)  Bus: 54, 142";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=04750a47f441f010VgnVCM2000000c205a0aRCRD";"SIERRA DE TORTEJADA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447525";"4469177";"40.37152812090639";"-3.6181096496598038";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11772813;"Comunidad Cristiana Eben-Ezer Dios es Amor";"Templo evangélico.";"";"";"Metro: Nueva Numancia (línea 1).  Bus: 136, 54, 57, 58.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=784c6e4d59043810VgnVCM1000001d4a900aRCRD";"ENRIQUE VELASCO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"443737";"4471947";"40.39623572695798";"-3.6629623449024975";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7063730;"Comunidad Cristiana Eben-Ezer Hortaleza";"Templo evangélico.";"";"";"Metro: Parque de Santa María (línea 4).  Bus: 107, 9.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=924b7b05a8350410VgnVCM2000000c205a0aRCRD";"SANTA VIRGILIA";"CALLE";"V";"5";"";"";"";"POSTERIOR";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"445441";"4481015";"40.47803083728167";"-3.6436863685291523";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065996;"Comunidad Cristiana Maranatha";"Templo evangélico";"";"";"Metro: Menéndez Pelayo (línea 1)    Bus: 24, 37, 54, 57, 102, 141, 152  Bicimad: Estación 79 (avenida de Menéndez Pelayo, 38)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=429604a5d0260410VgnVCM2000000c205a0aRCRD";"GRANADA";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442293";"4472936";"40.40503855717772";"-3.6800894670027358";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11745488;"Comunidad Cristiana Misionera Newma";"Templo evangélico.";"";"";"Metro: Villaverde Alto (línea 3).  Bus: 124, 126, 66, 3, 128, 64.     Cercanías Renfe: Villaverde Alto (líneas C4, C4a, C5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cab6d69d1fb82810VgnVCM1000001d4a900aRCRD";"CIUDAD DE FRIAS";"CALLE";"V";"24";"";"";"";"y 32 (NAVE 62)";"MADRID";"MADRID";"28021";"1";"VILLAVERDE ALTO C.H.";"17";"VILLAVERDE";"439371";"4465622";"40.338947832675025";"-3.7138105528343224";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064568;"Comunidad Cristiana Sendero de la Cruz";"Templo evangélico.";"";"";"Metro: García Noblejas (línea 7).  Bus: 28.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f5e7efba3c850410VgnVCM1000000b205a0aRCRD";"MIGUEL FLETA";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28037";"1";"SIMANCAS";"20";"SAN BLAS-CANILLEJAS";"446447";"4475886";"40.43189156564133";"-3.631374057578604";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11431093;"Comunidad Eben-Ezer Dios Es Amor";"";"";"";"Metro: Miguel Hernández (línea 1)  Bus: 10, 144, 310, 57";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae7498f0f567a710VgnVCM1000001d4a900aRCRD";"VILLALOBOS";"CALLE";"V";"11";"";"";"";"Esquina a Leoneses";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445077";"4470354";"40.381966779984396";"-3.647037080630487";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065908;"Comunidad Evangélica de habla alemana";"Templo evangélico";"";"";"Metro: Colón (línea 4)  Bus:  27, 45, 150, 5, 14, 1, 19, 51, 74, 9  Bicimad: Estación 104 (Paseo Castellana, 4)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=95f550adce160410VgnVCM2000000c205a0aRCRD";"CASTELLANA";"PASEO";"V";"6";"";"";"";"";"MADRID";"MADRID";"28046";"1";"RECOLETOS";"4";"SALAMANCA";"441519";"4475403";"40.42721250117197";"-3.689422328230453";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11773006;"Fraternidad Cristiana Vida Nueva";"Templo evangélico.";"";"";"Metro: Tetuán (línea 1).  Bus: 124, 66.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b1b3d647d043810VgnVCM1000001d4a900aRCRD";"MARIA ZAYAS";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28039";"6";"BERRUGUETE";"6";"TETUAN";"440518";"4479000";"40.45954045233268";"-3.701559520848318";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064565;"Iglesia  Evangélica Bautista Pueblo Nuevo";"Templo evangélico";"";"";"Metro: Pueblo Nuevo (líneas 5, 7)    Bus: 38, 109, 113";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0304efba3c850410VgnVCM1000000b205a0aRCRD";"GUTIERRE DE CETINA";"CALLE";"V";"13";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"445362";"4476114";"40.43387488622842";"-3.644196517698973";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026241;"Iglesia Abundante Vida";"Templo evangélico";"";"";"Metro: Carabanchel Alto (línea 11)  Bus: 108, 118";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82efb608d026d610VgnVCM2000001f4a900aRCRD";"SECOYA";"CALLE";"V";"18";"";"";"";"2";"MADRID";"MADRID";"28044";"6";"BUENAVISTA";"11";"CARABANCHEL";"436762";"4469033";"40.36948386820239";"-3.744863153558721";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11745490;"Iglesia Alianza Cristiana y Misionera";"Templo evangélico.";"";"";"Metro: Villaverde Bajo-Cruce (línea 3).  Bus: 124, 126, 66, 3, 128, 64.     Cercanías Renfe: Villaveverde Bajo (líneas C3, C4, C4a).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a08b83607c82810VgnVCM1000001d4a900aRCRD";"ESPERANZA MACARENA";"CALLE";"V";"24";"";"";"";"SEMISOTANO";"MADRID";"MADRID";"28021";"4";"LOS ROSALES";"17";"VILLAVERDE";"441373";"4466765";"40.34938955813733";"-3.6903411051943804";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
3386;"Iglesia Anglicana de San Jorge";"Templo evangélico";"";"";"Metro: Velazquez (línea 4)  Bus: 1, 19, 51, 74, 9  Bicimad: Estación 87 (Calle Ayala, 44)  Aparcamiento: Velázquez Ayala (42), calle Velázquez ( y calle Ayala)";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=48047b503a71c010VgnVCM1000000b205a0aRCRD";"NUÑEZ DE BALBOA";"CALLE";"V";"43";"";"";"";"";"MADRID";"MADRID";"28001";"1";"RECOLETOS";"4";"SALAMANCA";"442084";"4475343";"40.42669852639718";"-3.68277143067568";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7066142;"Iglesia Asamblea Cristiana de Madrid";"Templo evangélico";"";"";"Metro: Miguel Hernández (línea 1)  Bus: 144, 103, 142, 143, 54, 58";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=03758105e2260410VgnVCM2000000c205a0aRCRD";"ALORA";"CALLE";"V";"7";"Bajo posterior";"";"";"y 9";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445650";"4470802";"40.386040079971394";"-3.64034744917085";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11026250;"Iglesia Asambleas de Dios Belén";"Templo evangélico.";"";"";"Metro: Ascao (línea 7).  Bus: 28, 109.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e880b608d026d610VgnVCM2000001f4a900aRCRD";"EZEQUIEL SOLANA";"CALLE";"V";"51";"";"";"";"LOCALES 1-3";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"445362";"4475668";"40.42985610848436";"-3.6441399002858303";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11025964;"Iglesia Bautista Calvario";"Templo evangélico.";"";"";"Metro: Esperanza (línea 4).  Bus: 120, 122.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0460d28e4e5d610VgnVCM2000001f4a900aRCRD";"PALERMO";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"444986";"4478918";"40.45911690185054";"-3.6488513828849785";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11777516;"Iglesia Bautista de Alameda de Osuna";"Templo evangélico.";"";"";"Bus: 114, 101.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5688832e34353810VgnVCM1000001d4a900aRCRD";"SOTO HIDALGO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28042";"1";"ALAMEDA DE OSUNA";"21";"BARAJAS";"450828";"4478991";"40.46013668353802";"-3.5799608501207385";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064876;"Iglesia Bautista de Jesús";"Templo evangélico.";"";"";"Metro: Lucero (línea 6).  Bus: 138.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=335d9bd56dc50410VgnVCM2000000c205a0aRCRD";"PERALES";"PASEO";"V";"28";"";"";"";"";"MADRID";"MADRID";"28011";"2";"PUERTA DEL ANGEL";"10";"LATINA";"437273";"4472977";"40.405049702498715";"-3.739235702341104";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
11769014;"Iglesia Bautista de Jesús (José Villena, 10)";"Templo evangélico.";"";"";"Metro: El Carmen (línea 5).  Bus: 146, 38, 110, 210, 106.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e833914953133810VgnVCM2000001f4a900aRCRD";"JOSE VILLENA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28017";"1";"VENTAS";"15";"CIUDAD LINEAL";"444372";"4475839";"40.431333124979844";"-3.655823971182136";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7064915;"Iglesia Bautista de Vallecas";"Templo evangélico.";"";"";"Metro: Nueva Numancia (línea 1).  Bus: 136, 54, 57, 58.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19bdb607bec50410VgnVCM2000000c205a0aRCRD";"SAN VIRGILIO";"CALLE";"V";"2";"";"";"";"y 4";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"443731";"4471883";"40.395652155665495";"-3.6630343908266862";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
