PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6079820;"Ermita de San Isidro";"";"De lunes a domingo de 10 a 14 horas.  Culto: Sábados (misa por los difuntos de la semana) a las 12 horas.   Cerrada los días de apertura de la Capilla de San Isidro (consultar información relacionada) y durante el mes de agosto.";"";"Metro: Marqués de Vadillo (línea 5).  Bus: 25, 50.  Bicimad: Estación 212 (glorieta Marqués de Vadillo, 9).";"Descripción monumental: Santuario cuyo origen se remonta a la Edad Media, ubicado junto al manantial que San Isidro había hecho brotar milagrosamente para dar de beber a su amo Iván de Vargas y que la tradición popular atribuye propiedades curativas, de una sola nave con pórtico, cúpula hexagonal cubierta de pizarra coronada por una linterna, reconstruido según el modelo de 1724.";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=913cfa8389c10310VgnVCM1000000b205a0aRCRD";"ERMITA DEL SANTO";"PASEO";"V";"72";"";"";"";"";"MADRID";"MADRID";"28019";"3";"SAN ISIDRO";"11";"CARABANCHEL";"438420";"4472476";"40.40061741587043";"-3.725670113017977";"913 650 841 / 913 652 160";"";"info@cementeriodesanisidro.com";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3357;"Ermita Virgen del Puerto";"";"";"";"Metro: Príncipe Pio (líneas 6, 10 y Ramal), Puerta del Ángel (línea 6).  Bus: 41, 62, C2, 138, 25, 33, 39, C1, 31, 65.   Cercanías Renfe: Príncipe Pío (líneas C1, C7 y C10).    Bicimad: Estación 167 (calle Segovia, 45).";"Descripción monumental: Construido por Pedro Ribera en 1718.  Se encuadra en un proyecto urbanístico propuesto por el propio arquitecto para toda la ribera del Manzanares. De planta octogonal con exedras, lleva cubierta de pizarra.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd7755004e91f010VgnVCM2000000c205a0aRCRD";"VIRGEN DEL PUERTO";"PASEO";"V";"4";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"438818";"4474132";"40.41556783900282";"-3.721135107165399";"648 841 991 / 637 388 244";"";"info@ermitavirgendelpuerto.es";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
11506113;"Fuente de San Isidro";"";"De lunes a domingo de 9 a 15 horas.";"";"Metro: Marqués de Vadillo (línea 5).  Bus: 25, 17, 50.  Bicimad:  Estación 212 (glorieta Marqués de Vadillo, 9).";"Descripción monumental: Manantial de origen medieval, que San Isidro Labrador había hecho brotar milagrosamente al clavar su aguijada en el suelo para dar de beber a su señor Iván de Vargas, que la tradición popular atribuye propiedades curativas.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9312625b0f0cc710VgnVCM2000001f4a900aRCRD";"ERMITA DEL SANTO";"PASEO";"V";"72";"";"";"";"";"MADRID";"MADRID";"28019";"3";"SAN ISIDRO";"11";"CARABANCHEL";"438420";"4472476";"40.40061741587043";"-3.725670113017977";"913 650 841 / 913 652 160";"";"info@cementeriodesanisidro.com";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3356;"Iglesia Catedral de las Fuerzas Armadas";"";"";"";"Metro: Ópera (Líneas 2, 5 y Ramal).  Bus: 148, 3, SE712, 31, 50, 65.  Bicimad: Estaciones 166 (calle Segovia, 26), 35 (plaza del Cordón, 1), 36 (plaza de Ramales), 9 (plaza de San Miguel, 9), 24 (calle Carlos III, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23e03d232e91f010VgnVCM1000000b205a0aRCRD";"SACRAMENTO";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439571";"4474051";"40.414895416742574";"-3.712253187182216";"915 473 624";"";"";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
3734;"Iglesia Convento del Santísimo Cristo del Pardo";"";"";"";"";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4961e79ee71c010VgnVCM1000000b205a0aRCRD";"CRISTO DE EL PARDO";"PISTA";"V";"11";"";"";"";"";"MADRID";"MADRID";"28048";"1";"EL PARDO";"8";"FUENCARRAL-EL PARDO";"433197";"4485709";"40.51942526454588";"-3.78859935415037";"657 791 799";"913 761 754";"lanaarbizu@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3480;"Iglesia Cristo Rey de Argüelles";"";"";"";"Metro: Arg&amp;uuml;elles (líneas 3, 4 y 6), Moncloa (líneas 3 y 6).  Bus: 62, 74.  Bicimad: Estación 117 (calle Altamirano, 24), 111a (calle Arcipreste de Hita, 12), 111b (calle Arcipreste de Hita, 12), 110 (paseo de Moret, 2).  Aparcamiento: Marqués de Urqujo (63) Marqués de Urquijo entre calle Princesa y calle Juan Álvarez de Mendizabal.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94d213db5b71c010VgnVCM1000000b205a0aRCRD";"MARTIN DE LOS HEROS";"CALLE";"V";"91";"";"";"";"";"MADRID";"MADRID";"28008";"2";"ARGUELLES";"9";"MONCLOA-ARAVACA";"438916";"4475939";"40.431849557830354";"-3.720156223423489";"915 497 544";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18320;"Iglesia de la Santísima Trinidad (Trinitarios)";"";"";"";"Metro: Antón Martín (línea 1), Sol (líneas 1, 2 y 3).  Bus: 002, M1, SE712, 26, 32, 6.  Cercanías Renfe: Sol (líneas C3, C3a, C4 y C4a).  Bicimad: Estación 52 (plaza de Santa Ana, 10), 41 (calle Atocha, 54).  Aparcamiento: Plaza de Santa Ana (77).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f106f065851c010VgnVCM2000000c205a0aRCRD";"ECHEGARAY";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28014";"3";"CORTES";"1";"CENTRO";"440645";"4473958";"40.41413682281796";"-3.699583659131713";"914 295 689";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3617;"Iglesia de María Reina";"";"";"";"Metro: Portazgo (línea 1).  Bus: 103, 136, 54, 58, SE853.  Bicimad: Estación 428 (avenida de la Albufera, 136).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=400fef4d7f71c010VgnVCM1000000b205a0aRCRD";"PICO DE LA MALICIOSA";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"444233";"4471656";"40.393630768528126";"-3.6571157825001555";"914 780 996";"";"parroquiamariareina1@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3573;"Iglesia de Nuestra Señora de las Maravillas";"";"";"";"Metro: Tribunal (líneas 1 y 10), Bilbao (líneas 1 y 4), Noviciado (línea 2), San Bernardo (líneas 2 y 4).  Bus: 002, 147.  Bicimad: Estaciones 11 (calle San Andrés, 18), 59 (calle Espíritu Santo, 30).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dcd63d232e91f010VgnVCM1000000b205a0aRCRD";"DOS DE MAYO";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440263";"4475329";"40.42645802536706";"-3.7042148078055055";"605 060 146";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3743;"Iglesia de San Antón";"";"";"";"Metro: Chueca (línea 5), Tribunal (líneas 1 y 10), Alonso Martínez (líneas 4, 5 y 10).  Bus: 3.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C8 y C10).  Bicimad: Estación 6 (calle Hortaleza, 63), 7 (calle Hortaleza, 75), 58 (calle Augusto Figueroa, 33).  Aparcamiento: Aparcamiento Escuelas de San Antón (91) Santa Brígida.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f213d232e91f010VgnVCM1000000b205a0aRCRD";"HORTALEZA";"CALLE";"V";"63";"";"";"";"";"MADRID";"MADRID";"28004";"4";"JUSTICIA";"1";"CENTRO";"440747";"4475062";"40.42408121377881";"-3.6984906424295754";"915 215 781";"";"iglesiasananton@mensajerosdelapaz.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3514;"Iglesia de San Felipe Neri";"";"";"";"Metro: Nueva Numancia (línea 1), Pacífico (líneas 1 y 6).  Bus: 141, 113, 8.  Bicimad: Estaciones 225 (calle Sierra Toledana, 33), 226 (camino de Valderribas, 94), 431 (puerto de Canfranc, 18), 179 (avenida de la Albufera, 6).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01190713fb71c010VgnVCM1000000b205a0aRCRD";"VALDERRIBAS";"CAMINO";"V";"39";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"443606";"4472430";"40.4005738903739";"-3.6645597006500976";"914 306 362";"";"nspneri@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18313;"Iglesia del Espíritu Santo";"";"";"";"Metro: República Argentina (Línea 6).  Bus: 16, 19, 51.  Bicimad: Estación 250 (calle Serrano, 113B).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=22413d232e91f010VgnVCM1000000b205a0aRCRD";"SERRANO";"CALLE";"V";"125";"";"";"";"";"MADRID";"MADRID";"28006";"1";"EL VISO";"5";"CHAMARTIN";"441811";"4477035";"40.44193785510691";"-3.6861328520416454";"915 632 024";"";"info@iglesiaespiritusanto.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3729;"Iglesia del Santo Niño del Remedio";"";"";"";"Metro: Ópera (líneas 2, 5 y Ramal).  Bus: 75, 147, 148, 146, 44, SE712.   Bicimad: Estaciones 25 a y b (plaza de Celenque, 1), 31 (calle Mayor, 20), 24 (calle Carlos III, 1), 23 (plaza de Santo Domingo, 1), 22 (calle Jacometrezo, 3), 2 (calle Miguel Moya, 1), 9 (plaza de San Miguel, 9).    Aparcamiento: Descalzas (20) plaza Descalzas y plaza San Martín.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=245def4d7f71c010VgnVCM1000000b205a0aRCRD";"DONADOS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28013";"6";"SOL";"1";"CENTRO";"439912";"4474403";"40.41808596480543";"-3.7082649271629786";"915 426 112";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3736;"Iglesia Esclavas del Sagrado Corazón de Jesús";"";"";"";"Metro: Iglesía (línea 1).  Bus: 16, 5, 61, 3, 37.  Bicimad: Estaciones 246 (calle Santa Engracia, 87), 125 (calle Fernández de la Hoz, 29).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=25513d232e91f010VgnVCM1000000b205a0aRCRD";"GENERAL MARTINEZ CAMPOS";"PASEO";"V";"10";"";"";"";"";"MADRID";"MADRID";"28010";"4";"ALMAGRO";"7";"CHAMBERI";"440856";"4476258";"40.43486534899859";"-3.6973162781599918";"914 466 015 / 914 471 118";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18321;"Iglesia Madres Dominicas (Monasterio Santo Domingo el Real)";"";"";"";"Metro: Núñez de Balboa (líneas 5 y 9).  Bus: 61, 16, 19, 51, 9.  Bicimad: Estación 190 (calle Velázquez, 91).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=02306f065851c010VgnVCM2000000c205a0aRCRD";"CLAUDIO COELLO";"CALLE";"V";"112";"";"";"";"";"MADRID";"MADRID";"28006";"6";"CASTELLANA";"4";"SALAMANCA";"441877";"4476322";"40.435518121414";"-3.6852823587162518";"915 635 542";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
190377;"Iglesia Nuestra Señora de la Paz";"";"";"";"Metro: O'Donnell (Línea 6).  Bus: 143, 156, 2, 30, 56, 203, 28, E2, E3, E4, E5, 71.  Bicimad: Estaciones 101 (calle Jorge Juan, 131), 62 (calle O'Donell, 50), 63 (calle Ibiza, 62), 182 (calle Alcade Sáinz de Baranda, frente al número 107), 72 (calle Doctor Esquerdo, 99).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b207f5177659f010VgnVCM2000000c205a0aRCRD";"DOCTOR ESQUERDO";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28007";"4";"IBIZA";"3";"RETIRO";"443220";"4474654";"40.4205803581753";"-3.66930055090613";"659 538 402 / 744 402 843";"";"icrss.madrid@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3577;"Iglesia Nuestra Señora de Lourdes y San Justino. Iglesia de la Renovación Carismática";"";"";"";"Metro: Casa de Campo (líneas 5 y 10).  Bus: 55, 65, 36, 39.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db30ef4d7f71c010VgnVCM1000000b205a0aRCRD";"SAN JUAN DE MATA";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28011";"3";"LUCERO";"10";"LATINA";"435679";"4472887";"40.40411589026599";"-3.7580098792939416";"917 113 660";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
60211;"Iglesia Nuestra Señora de Montserrat";"";"";"";"Metro: San Bernardo, (líneas 2 y 4), Bilbao (líneas 1 y 4), Tribunal (líneas 1 y 10), Noviciado (línea 2).  Bus: 147, 3, 21, C03.  Bicimad: Estación 12 (calle San Bernardo, 85), 15 (calle norte, 8), 59 (calle Espíritu Santo, 30), 11 (calle San Andrés, 18), 5 (calle Fuencarral, 108), 4 (calle Manuela Malasaña, 5), 54 (calle Barceló, 7), 13 (calle Conde Duque, 22), 3 (plaza del Conde del Valle de Súchil, 3).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70138ed67151c010VgnVCM2000000c205a0aRCRD";"SAN BERNARDO";"CALLE";"V";"79";"";"";"";"";"MADRID";"MADRID";"28015";"5";"UNIVERSIDAD";"1";"CENTRO";"440073";"4475482";"40.42782496214609";"-3.706474495078322";"914 471 250";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3365;"Iglesia San Antonio de los Alemanes";"";"";"";"Metro: Callao (líneas 3 y 5), Gran Vía (líneas 1 y 5), Noviciado (línea 2), Santo Domingo (línea 2), Chueca (línea 5), Tribunal (líneas 1 y 10).  Bus: 002.  Bicimad: Estación 17 (plaza de Carlos Cambronero, 2), 55 (plaza de San Ildefonso), 59 (calle Espíritu Santo, 30), 211 (calle Desengaño, 1), 2 (calle Miguel Moya, 1), 210 (calle Tres Cruces, 7), 18 (plaza de Pedro Zerolo, 1), 16 (calle San Bernardo, 22), 22 (calle Jacometrezo, 3).  Aparcamiento: Barco 1 (88), calle Barco.";"Descripción monumental:  Proyectada por Pedro Sánchez, año 1624 y Francisco Seseña, año 1624 - 1633. Fachada, por Juan Gómez de Mora, año 1624 - 1630. Fundación de Felipe III, 1606. Magnífico ejemplo del Barroco madrileño con interesantes elementos arquitectónicos y frescos en paredes y cúpula que forman una unidad de espacio irreal. La gran cúpula oval, decorada con arquitecturas fingidas y escenas de la Apoteosis de San Francisco de Paula, de Francisco Ricci y Carreño de Miranda,refuerza esta impresión.  Lucas Jordán, sin pauta de continuidad, decora los muros curvos con escenas de la vida del San Antonio.  El retablo mayor, de mediados del siglo XVIII, es obra del arquitecto Miguel Fernández con el escultor Francisco Gutiérrez. Obra compleja, fue replanteada por Juan Gómez de Mora quien redibujó la fachada. Muestra un edificio anexo en ladrillo y planta triangular para la Hermandad del Refugio y Piedad de Madrid, fundada en 1615 con su tradicional 'ronda del pan y huevo'.  Dicho edificio data de la década de 1880, quizá por Ruiz de Salces quien proyectó la reforma de la fachada buscando la armonía total.";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=614013db5b71c010VgnVCM1000000b205a0aRCRD";"CORREDERA BAJA DE SAN PABLO";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28004";"5";"UNIVERSIDAD";"1";"CENTRO";"440321";"4474907";"40.42265490186256";"-3.7034981611686386";"915 223 774";"";"hermandad@realhermandaddelrefugio.org";"/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos"; 
