País de residencia;Tipo de dato;Periodo;Total
Irlanda;Acumulado en lo que va de año;2019M12;2.177.592
Irlanda;Acumulado en lo que va de año;2019M11;2.093.959
Irlanda;Acumulado en lo que va de año;2019M10;1.999.625
Irlanda;Acumulado en lo que va de año;2019M09;1.804.457
Irlanda;Acumulado en lo que va de año;2019M08;1.551.275
Irlanda;Acumulado en lo que va de año;2019M07;1.284.348
Irlanda;Acumulado en lo que va de año;2019M06;998.252
Irlanda;Acumulado en lo que va de año;2019M05;716.075
Irlanda;Acumulado en lo que va de año;2019M04;478.566
Irlanda;Acumulado en lo que va de año;2019M03;304.648
Irlanda;Acumulado en lo que va de año;2019M02;180.206
Irlanda;Acumulado en lo que va de año;2019M01;89.650
Irlanda;Acumulado en lo que va de año;2018M12;2.053.385
Irlanda;Acumulado en lo que va de año;2018M11;1.959.547
Irlanda;Acumulado en lo que va de año;2018M10;1.874.117
Irlanda;Acumulado en lo que va de año;2018M09;1.676.935
Irlanda;Acumulado en lo que va de año;2018M08;1.439.951
Irlanda;Acumulado en lo que va de año;2018M07;1.217.196
Irlanda;Acumulado en lo que va de año;2018M06;948.806
Irlanda;Acumulado en lo que va de año;2018M05;679.299
Irlanda;Acumulado en lo que va de año;2018M04;449.324
Irlanda;Acumulado en lo que va de año;2018M03;284.494
Irlanda;Acumulado en lo que va de año;2018M02;166.184
Irlanda;Acumulado en lo que va de año;2018M01;80.430
Irlanda;Acumulado en lo que va de año;2017M12;2.046.123
Irlanda;Acumulado en lo que va de año;2017M11;1.963.243
Irlanda;Acumulado en lo que va de año;2017M10;1.867.616
Irlanda;Acumulado en lo que va de año;2017M09;1.688.425
Irlanda;Acumulado en lo que va de año;2017M08;1.466.368
Irlanda;Acumulado en lo que va de año;2017M07;1.234.184
Irlanda;Acumulado en lo que va de año;2017M06;933.723
Irlanda;Acumulado en lo que va de año;2017M05;670.041
Irlanda;Acumulado en lo que va de año;2017M04;439.928
Irlanda;Acumulado en lo que va de año;2017M03;260.738
Irlanda;Acumulado en lo que va de año;2017M02;163.202
Irlanda;Acumulado en lo que va de año;2017M01;84.791
Irlanda;Acumulado en lo que va de año;2016M12;1.808.469
Irlanda;Acumulado en lo que va de año;2016M11;1.731.543
Irlanda;Acumulado en lo que va de año;2016M10;1.640.447
Irlanda;Acumulado en lo que va de año;2016M09;1.453.158
Irlanda;Acumulado en lo que va de año;2016M08;1.233.018
Irlanda;Acumulado en lo que va de año;2016M07;1.008.470
Irlanda;Acumulado en lo que va de año;2016M06;785.792
Irlanda;Acumulado en lo que va de año;2016M05;563.068
Irlanda;Acumulado en lo que va de año;2016M04;374.434
Irlanda;Acumulado en lo que va de año;2016M03;248.586
Irlanda;Acumulado en lo que va de año;2016M02;138.283
Irlanda;Acumulado en lo que va de año;2016M01;69.169
Irlanda;Acumulado en lo que va de año;2015M12;""
Irlanda;Acumulado en lo que va de año;2015M11;""
Irlanda;Acumulado en lo que va de año;2015M10;""
Irlanda;Tasa de variación acumulada;2023M05;26,19
Irlanda;Tasa de variación acumulada;2023M04;31,25
Irlanda;Tasa de variación acumulada;2023M03;42,88
Irlanda;Tasa de variación acumulada;2023M02;52,20
Irlanda;Tasa de variación acumulada;2023M01;66,07
Irlanda;Tasa de variación acumulada;2022M12;230,97
Irlanda;Tasa de variación acumulada;2022M11;248,32
Irlanda;Tasa de variación acumulada;2022M10;279,00
Irlanda;Tasa de variación acumulada;2022M09;370,79
Irlanda;Tasa de variación acumulada;2022M08;544,39
Irlanda;Tasa de variación acumulada;2022M07;994,81
Irlanda;Tasa de variación acumulada;2022M06;1.876,54
Irlanda;Tasa de variación acumulada;2022M05;2.111,60
Irlanda;Tasa de variación acumulada;2022M04;1.969,24
Irlanda;Tasa de variación acumulada;2022M03;1.500,66
Irlanda;Tasa de variación acumulada;2022M02;1.135,89
Irlanda;Tasa de variación acumulada;2022M01;742,22
Irlanda;Tasa de variación acumulada;2021M12;91,86
Irlanda;Tasa de variación acumulada;2021M11;80,02
Irlanda;Tasa de variación acumulada;2021M10;59,35
Irlanda;Tasa de variación acumulada;2021M09;19,10
Irlanda;Tasa de variación acumulada;2021M08;-21,05
Irlanda;Tasa de variación acumulada;2021M07;-57,17
Irlanda;Tasa de variación acumulada;2021M06;-79,35
Irlanda;Tasa de variación acumulada;2021M05;-86,48
Irlanda;Tasa de variación acumulada;2021M04;-90,15
Irlanda;Tasa de variación acumulada;2021M03;-92,63
Irlanda;Tasa de variación acumulada;2021M02;-93,32
Irlanda;Tasa de variación acumulada;2021M01;-90,27
Irlanda;Tasa de variación acumulada;2020M12;-84,89
Irlanda;Tasa de variación acumulada;2020M11;-84,89
Irlanda;Tasa de variación acumulada;2020M10;-84,60
Irlanda;Tasa de variación acumulada;2020M09;-83,77
Irlanda;Tasa de variación acumulada;2020M08;-82,14
Irlanda;Tasa de variación acumulada;2020M07;-80,42
Irlanda;Tasa de variación acumulada;2020M06;.
Irlanda;Tasa de variación acumulada;2020M05;-69,29
Irlanda;Tasa de variación acumulada;2020M04;-54,05
Irlanda;Tasa de variación acumulada;2020M03;-27,82
Irlanda;Tasa de variación acumulada;2020M02;0,88
Irlanda;Tasa de variación acumulada;2020M01;-4,44
Irlanda;Tasa de variación acumulada;2019M12;6,05
Irlanda;Tasa de variación acumulada;2019M11;6,86
Irlanda;Tasa de variación acumulada;2019M10;6,70
Irlanda;Tasa de variación acumulada;2019M09;7,60
Irlanda;Tasa de variación acumulada;2019M08;7,73
Irlanda;Tasa de variación acumulada;2019M07;5,52
Irlanda;Tasa de variación acumulada;2019M06;5,21
Irlanda;Tasa de variación acumulada;2019M05;5,41
Irlanda;Tasa de variación acumulada;2019M04;6,51
Irlanda;Tasa de variación acumulada;2019M03;7,08
Irlanda;Tasa de variación acumulada;2019M02;8,44
Irlanda;Tasa de variación acumulada;2019M01;11,46
Irlanda;Tasa de variación acumulada;2018M12;0,35
Irlanda;Tasa de variación acumulada;2018M11;-0,19
Irlanda;Tasa de variación acumulada;2018M10;0,35
Irlanda;Tasa de variación acumulada;2018M09;-0,68
Irlanda;Tasa de variación acumulada;2018M08;-1,80
Irlanda;Tasa de variación acumulada;2018M07;-1,38
Irlanda;Tasa de variación acumulada;2018M06;1,62
Irlanda;Tasa de variación acumulada;2018M05;1,38
Irlanda;Tasa de variación acumulada;2018M04;2,14
Irlanda;Tasa de variación acumulada;2018M03;9,11
Irlanda;Tasa de variación acumulada;2018M02;1,83
Irlanda;Tasa de variación acumulada;2018M01;-5,14
Irlanda;Tasa de variación acumulada;2017M12;13,14
Irlanda;Tasa de variación acumulada;2017M11;13,38
Irlanda;Tasa de variación acumulada;2017M10;13,85
Irlanda;Tasa de variación acumulada;2017M09;16,19
Irlanda;Tasa de variación acumulada;2017M08;18,93
Irlanda;Tasa de variación acumulada;2017M07;22,38
Irlanda;Tasa de variación acumulada;2017M06;18,83
Irlanda;Tasa de variación acumulada;2017M05;19,00
Irlanda;Tasa de variación acumulada;2017M04;17,49
Irlanda;Tasa de variación acumulada;2017M03;4,89
Irlanda;Tasa de variación acumulada;2017M02;18,02
Irlanda;Tasa de variación acumulada;2017M01;22,58
Irlanda;Tasa de variación acumulada;2016M12;23,18
Irlanda;Tasa de variación acumulada;2016M11;22,93
Irlanda;Tasa de variación acumulada;2016M10;22,25
Irlanda;Tasa de variación acumulada;2016M09;21,25
Irlanda;Tasa de variación acumulada;2016M08;20,21
Irlanda;Tasa de variación acumulada;2016M07;19,64
Irlanda;Tasa de variación acumulada;2016M06;22,81
Irlanda;Tasa de variación acumulada;2016M05;25,22
Irlanda;Tasa de variación acumulada;2016M04;27,74
Irlanda;Tasa de variación acumulada;2016M03;37,06
Irlanda;Tasa de variación acumulada;2016M02;23,85
Irlanda;Tasa de variación acumulada;2016M01;28,91
Irlanda;Tasa de variación acumulada;2015M12;""
Irlanda;Tasa de variación acumulada;2015M11;""
Irlanda;Tasa de variación acumulada;2015M10;""
Italia;Dato base;2023M05;424.203
Italia;Dato base;2023M04;386.437
Italia;Dato base;2023M03;318.333
Italia;Dato base;2023M02;240.284
Italia;Dato base;2023M01;280.139
Italia;Dato base;2022M12;257.314
Italia;Dato base;2022M11;264.514
Italia;Dato base;2022M10;356.677
Italia;Dato base;2022M09;401.483
Italia;Dato base;2022M08;640.666
Italia;Dato base;2022M07;471.298
Italia;Dato base;2022M06;403.785
Italia;Dato base;2022M05;357.729
Italia;Dato base;2022M04;298.122
Italia;Dato base;2022M03;235.869
Italia;Dato base;2022M02;166.835
Italia;Dato base;2022M01;156.847
Italia;Dato base;2021M12;196.774
Italia;Dato base;2021M11;211.377
Italia;Dato base;2021M10;217.969
Italia;Dato base;2021M09;237.310
Italia;Dato base;2021M08;309.752
Italia;Dato base;2021M07;220.126
Italia;Dato base;2021M06;134.073
Italia;Dato base;2021M05;62.693
Italia;Dato base;2021M04;40.255
Italia;Dato base;2021M03;30.609
Italia;Dato base;2021M02;19.660
Italia;Dato base;2021M01;22.824
Italia;Dato base;2020M12;24.875
Italia;Dato base;2020M11;21.115
Italia;Dato base;2020M10;37.782
Italia;Dato base;2020M09;59.535
Italia;Dato base;2020M08;136.812
Italia;Dato base;2020M07;103.190
Italia;Dato base;2020M06;11.355
Italia;Dato base;2020M05;0
Italia;Dato base;2020M04;0
Italia;Dato base;2020M03;62.417
Italia;Dato base;2020M02;255.313
Italia;Dato base;2020M01;235.011
Italia;Dato base;2019M12;305.220
Italia;Dato base;2019M11;294.195
Italia;Dato base;2019M10;323.855
Italia;Dato base;2019M09;431.263
Italia;Dato base;2019M08;671.330
Italia;Dato base;2019M07;481.829
Italia;Dato base;2019M06;405.887
Italia;Dato base;2019M05;403.175
Italia;Dato base;2019M04;388.321
Italia;Dato base;2019M03;320.311
Italia;Dato base;2019M02;263.903
Italia;Dato base;2019M01;245.224
Italia;Dato base;2018M12;297.914
Italia;Dato base;2018M11;287.656
Italia;Dato base;2018M10;324.470
Italia;Dato base;2018M09;467.229
Italia;Dato base;2018M08;636.112
Italia;Dato base;2018M07;490.594
Italia;Dato base;2018M06;420.236
Italia;Dato base;2018M05;342.494
Italia;Dato base;2018M04;347.141
Italia;Dato base;2018M03;283.169
Italia;Dato base;2018M02;233.046
Italia;Dato base;2018M01;259.393
Italia;Dato base;2017M12;261.413
Italia;Dato base;2017M11;255.504
Italia;Dato base;2017M10;303.950
Italia;Dato base;2017M09;386.059
Italia;Dato base;2017M08;649.424
Italia;Dato base;2017M07;515.237
Italia;Dato base;2017M06;408.387
Italia;Dato base;2017M05;365.256
Italia;Dato base;2017M04;347.714
Italia;Dato base;2017M03;265.201
Italia;Dato base;2017M02;210.541
Italia;Dato base;2017M01;254.180
Italia;Dato base;2016M12;262.757
Italia;Dato base;2016M11;234.531
Italia;Dato base;2016M10;292.811
Italia;Dato base;2016M09;345.530
Italia;Dato base;2016M08;669.959
Italia;Dato base;2016M07;449.455
Italia;Dato base;2016M06;394.281
Italia;Dato base;2016M05;319.683
Italia;Dato base;2016M04;306.745
Italia;Dato base;2016M03;248.525
Italia;Dato base;2016M02;219.179
Italia;Dato base;2016M01;225.865
Italia;Dato base;2015M12;239.878
Italia;Dato base;2015M11;211.530
Italia;Dato base;2015M10;262.178
Italia;Tasa de variación anual;2023M05;18,58
Italia;Tasa de variación anual;2023M04;29,62
Italia;Tasa de variación anual;2023M03;34,96
Italia;Tasa de variación anual;2023M02;44,02
Italia;Tasa de variación anual;2023M01;78,61
Italia;Tasa de variación anual;2022M12;30,77
Italia;Tasa de variación anual;2022M11;25,14
Italia;Tasa de variación anual;2022M10;63,64
Italia;Tasa de variación anual;2022M09;69,18
Italia;Tasa de variación anual;2022M08;106,83
Italia;Tasa de variación anual;2022M07;114,10
Italia;Tasa de variación anual;2022M06;201,17
Italia;Tasa de variación anual;2022M05;470,61
Italia;Tasa de variación anual;2022M04;640,57
Italia;Tasa de variación anual;2022M03;670,60
Italia;Tasa de variación anual;2022M02;748,59
Italia;Tasa de variación anual;2022M01;587,19
Italia;Tasa de variación anual;2021M12;691,05
Italia;Tasa de variación anual;2021M11;901,09
Italia;Tasa de variación anual;2021M10;476,92
Italia;Tasa de variación anual;2021M09;298,60
Italia;Tasa de variación anual;2021M08;126,41
Italia;Tasa de variación anual;2021M07;113,32
Italia;Tasa de variación anual;2021M06;1.080,69
Italia;Tasa de variación anual;2021M05;..
Italia;Tasa de variación anual;2021M04;..
Italia;Tasa de variación anual;2021M03;-50,96
Italia;Tasa de variación anual;2021M02;-92,30
Italia;Tasa de variación anual;2021M01;-90,29
Italia;Tasa de variación anual;2020M12;-91,85
Italia;Tasa de variación anual;2020M11;-92,82
Italia;Tasa de variación anual;2020M10;-88,33
Italia;Tasa de variación anual;2020M09;-86,20
Italia;Tasa de variación anual;2020M08;-79,62
Italia;Tasa de variación anual;2020M07;-78,58
Italia;Tasa de variación anual;2020M06;-97,20
Italia;Tasa de variación anual;2020M05;-100,00
Italia;Tasa de variación anual;2020M04;-100,00
Italia;Tasa de variación anual;2020M03;-80,51
Italia;Tasa de variación anual;2020M02;-3,26
Italia;Tasa de variación anual;2020M01;-4,16
Italia;Tasa de variación anual;2019M12;2,45
Italia;Tasa de variación anual;2019M11;2,27
Italia;Tasa de variación anual;2019M10;-0,19
Italia;Tasa de variación anual;2019M09;-7,70
Italia;Tasa de variación anual;2019M08;5,54
Italia;Tasa de variación anual;2019M07;-1,79
Italia;Tasa de variación anual;2019M06;-3,41
Italia;Tasa de variación anual;2019M05;17,72
Italia;Tasa de variación anual;2019M04;11,86
Italia;Tasa de variación anual;2019M03;13,12
Italia;Tasa de variación anual;2019M02;13,24
Italia;Tasa de variación anual;2019M01;-5,46
Italia;Tasa de variación anual;2018M12;13,96
Italia;Tasa de variación anual;2018M11;12,58
Italia;Tasa de variación anual;2018M10;6,75
Italia;Tasa de variación anual;2018M09;21,03
Italia;Tasa de variación anual;2018M08;-2,05
Italia;Tasa de variación anual;2018M07;-4,78
Italia;Tasa de variación anual;2018M06;2,90
Italia;Tasa de variación anual;2018M05;-6,23
Italia;Tasa de variación anual;2018M04;-0,16
Italia;Tasa de variación anual;2018M03;6,78
Italia;Tasa de variación anual;2018M02;10,69
Italia;Tasa de variación anual;2018M01;2,05
Italia;Tasa de variación anual;2017M12;-0,51
Italia;Tasa de variación anual;2017M11;8,94
Italia;Tasa de variación anual;2017M10;3,80
Italia;Tasa de variación anual;2017M09;11,73
Italia;Tasa de variación anual;2017M08;-3,07
Italia;Tasa de variación anual;2017M07;14,64
Italia;Tasa de variación anual;2017M06;3,58
Italia;Tasa de variación anual;2017M05;14,26
Italia;Tasa de variación anual;2017M04;13,36
Italia;Tasa de variación anual;2017M03;6,71
Italia;Tasa de variación anual;2017M02;-3,94
Italia;Tasa de variación anual;2017M01;12,54
Italia;Tasa de variación anual;2016M12;9,54
Italia;Tasa de variación anual;2016M11;10,87
Italia;Tasa de variación anual;2016M10;11,68
Italia;Tasa de variación anual;2016M09;5,92
Italia;Tasa de variación anual;2016M08;-3,93
Italia;Tasa de variación anual;2016M07;2,99
Italia;Tasa de variación anual;2016M06;15,11
Italia;Tasa de variación anual;2016M05;-4,59
Italia;Tasa de variación anual;2016M04;1,32
Italia;Tasa de variación anual;2016M03;13,59
Italia;Tasa de variación anual;2016M02;13,06
Italia;Tasa de variación anual;2016M01;10,72
Italia;Tasa de variación anual;2015M12;8,79
Italia;Tasa de variación anual;2015M11;8,05
Italia;Tasa de variación anual;2015M10;3,40
Italia;Acumulado en lo que va de año;2023M05;1.649.396
Italia;Acumulado en lo que va de año;2023M04;1.225.193
Italia;Acumulado en lo que va de año;2023M03;838.757
Italia;Acumulado en lo que va de año;2023M02;520.423
Italia;Acumulado en lo que va de año;2023M01;280.139
Italia;Acumulado en lo que va de año;2022M12;4.011.139
Italia;Acumulado en lo que va de año;2022M11;3.753.826
Italia;Acumulado en lo que va de año;2022M10;3.489.312
Italia;Acumulado en lo que va de año;2022M09;3.132.635
Italia;Acumulado en lo que va de año;2022M08;2.731.152
Italia;Acumulado en lo que va de año;2022M07;2.090.486
Italia;Acumulado en lo que va de año;2022M06;1.619.188
Italia;Acumulado en lo que va de año;2022M05;1.215.403
Italia;Acumulado en lo que va de año;2022M04;857.673
Italia;Acumulado en lo que va de año;2022M03;559.552
Italia;Acumulado en lo que va de año;2022M02;323.683
Italia;Acumulado en lo que va de año;2022M01;156.847
Italia;Acumulado en lo que va de año;2021M12;1.703.423
Italia;Acumulado en lo que va de año;2021M11;1.506.649
Italia;Acumulado en lo que va de año;2021M10;1.295.271
Italia;Acumulado en lo que va de año;2021M09;1.077.302
Italia;Acumulado en lo que va de año;2021M08;839.992
Italia;Acumulado en lo que va de año;2021M07;530.240
Italia;Acumulado en lo que va de año;2021M06;310.114
Italia;Acumulado en lo que va de año;2021M05;176.042
Italia;Acumulado en lo que va de año;2021M04;113.349
Italia;Acumulado en lo que va de año;2021M03;73.093
Italia;Acumulado en lo que va de año;2021M02;42.485
Italia;Acumulado en lo que va de año;2021M01;22.824
Italia;Acumulado en lo que va de año;2020M12;947.406
Italia;Acumulado en lo que va de año;2020M11;922.531
Italia;Acumulado en lo que va de año;2020M10;901.416
Italia;Acumulado en lo que va de año;2020M09;863.635
Italia;Acumulado en lo que va de año;2020M08;804.099
Italia;Acumulado en lo que va de año;2020M07;667.287
Italia;Acumulado en lo que va de año;2020M06;564.096
Italia;Acumulado en lo que va de año;2020M05;552.741
Italia;Acumulado en lo que va de año;2020M04;552.741
Italia;Acumulado en lo que va de año;2020M03;552.741
Italia;Acumulado en lo que va de año;2020M02;490.324
Italia;Acumulado en lo que va de año;2020M01;235.011
Italia;Acumulado en lo que va de año;2019M12;4.534.515
Italia;Acumulado en lo que va de año;2019M11;4.229.295
Italia;Acumulado en lo que va de año;2019M10;3.935.100
Italia;Acumulado en lo que va de año;2019M09;3.611.245
Italia;Acumulado en lo que va de año;2019M08;3.179.982
Italia;Acumulado en lo que va de año;2019M07;2.508.652
Italia;Acumulado en lo que va de año;2019M06;2.026.823
Italia;Acumulado en lo que va de año;2019M05;1.620.936
Italia;Acumulado en lo que va de año;2019M04;1.217.760
Italia;Acumulado en lo que va de año;2019M03;829.439
Italia;Acumulado en lo que va de año;2019M02;509.128
Italia;Acumulado en lo que va de año;2019M01;245.224
Italia;Acumulado en lo que va de año;2018M12;4.389.453
Italia;Acumulado en lo que va de año;2018M11;4.091.539
Italia;Acumulado en lo que va de año;2018M10;3.803.882
Italia;Acumulado en lo que va de año;2018M09;3.479.412
Italia;Acumulado en lo que va de año;2018M08;3.012.183
Italia;Acumulado en lo que va de año;2018M07;2.376.072
Italia;Acumulado en lo que va de año;2018M06;1.885.478
Italia;Acumulado en lo que va de año;2018M05;1.465.242
Italia;Acumulado en lo que va de año;2018M04;1.122.748
Italia;Acumulado en lo que va de año;2018M03;775.607
Italia;Acumulado en lo que va de año;2018M02;492.439
Italia;Acumulado en lo que va de año;2018M01;259.393
Italia;Acumulado en lo que va de año;2017M12;4.222.865
Italia;Acumulado en lo que va de año;2017M11;3.961.452
Italia;Acumulado en lo que va de año;2017M10;3.705.948
Italia;Acumulado en lo que va de año;2017M09;3.401.998
Italia;Acumulado en lo que va de año;2017M08;3.015.939
Italia;Acumulado en lo que va de año;2017M07;2.366.515
Italia;Acumulado en lo que va de año;2017M06;1.851.278
Italia;Acumulado en lo que va de año;2017M05;1.442.891
Italia;Acumulado en lo que va de año;2017M04;1.077.635
Italia;Acumulado en lo que va de año;2017M03;729.921
Italia;Acumulado en lo que va de año;2017M02;464.720
Italia;Acumulado en lo que va de año;2017M01;254.180
Italia;Acumulado en lo que va de año;2016M12;3.969.322
Italia;Acumulado en lo que va de año;2016M11;3.706.565
Italia;Acumulado en lo que va de año;2016M10;3.472.034
Italia;Acumulado en lo que va de año;2016M09;3.179.222
Italia;Acumulado en lo que va de año;2016M08;2.833.693
Italia;Acumulado en lo que va de año;2016M07;2.163.733
Italia;Acumulado en lo que va de año;2016M06;1.714.278
Italia;Acumulado en lo que va de año;2016M05;1.319.997
Italia;Acumulado en lo que va de año;2016M04;1.000.314
Italia;Acumulado en lo que va de año;2016M03;693.569
Italia;Acumulado en lo que va de año;2016M02;445.044
Italia;Acumulado en lo que va de año;2016M01;225.865
Italia;Acumulado en lo que va de año;2015M12;""
Italia;Acumulado en lo que va de año;2015M11;""
Italia;Acumulado en lo que va de año;2015M10;""
Italia;Tasa de variación acumulada;2023M05;35,71
Italia;Tasa de variación acumulada;2023M04;42,85
Italia;Tasa de variación acumulada;2023M03;49,90
Italia;Tasa de variación acumulada;2023M02;60,78
Italia;Tasa de variación acumulada;2023M01;78,61
Italia;Tasa de variación acumulada;2022M12;135,48
Italia;Tasa de variación acumulada;2022M11;149,15
Italia;Tasa de variación acumulada;2022M10;169,39
Italia;Tasa de variación acumulada;2022M09;190,79
Italia;Tasa de variación acumulada;2022M08;225,14
Italia;Tasa de variación acumulada;2022M07;294,25
Italia;Tasa de variación acumulada;2022M06;422,13
Italia;Tasa de variación acumulada;2022M05;590,41
Italia;Tasa de variación acumulada;2022M04;656,67
Italia;Tasa de variación acumulada;2022M03;665,53
Italia;Tasa de variación acumulada;2022M02;661,88
Italia;Tasa de variación acumulada;2022M01;587,19
Italia;Tasa de variación acumulada;2021M12;79,80
Italia;Tasa de variación acumulada;2021M11;63,32
Italia;Tasa de variación acumulada;2021M10;43,69
Italia;Tasa de variación acumulada;2021M09;24,74
Italia;Tasa de variación acumulada;2021M08;4,46
Italia;Tasa de variación acumulada;2021M07;-20,54
Italia;Tasa de variación acumulada;2021M06;-45,02
Italia;Tasa de variación acumulada;2021M05;-68,15
Italia;Tasa de variación acumulada;2021M04;-79,49
Italia;Tasa de variación acumulada;2021M03;-86,78
Italia;Tasa de variación acumulada;2021M02;-91,34
Italia;Tasa de variación acumulada;2021M01;-90,29
Italia;Tasa de variación acumulada;2020M12;-79,11
Italia;Tasa de variación acumulada;2020M11;-78,19
Italia;Tasa de variación acumulada;2020M10;-77,09
Italia;Tasa de variación acumulada;2020M09;-76,08
Italia;Tasa de variación acumulada;2020M08;-74,71
Italia;Tasa de variación acumulada;2020M07;-73,40
Italia;Tasa de variación acumulada;2020M06;-72,17
Italia;Tasa de variación acumulada;2020M05;-65,90
Italia;Tasa de variación acumulada;2020M04;-54,61
Italia;Tasa de variación acumulada;2020M03;-33,36
Italia;Tasa de variación acumulada;2020M02;-3,69
Italia;Tasa de variación acumulada;2020M01;-4,16
Italia;Tasa de variación acumulada;2019M12;3,30
Italia;Tasa de variación acumulada;2019M11;3,37
Italia;Tasa de variación acumulada;2019M10;3,45
Italia;Tasa de variación acumulada;2019M09;3,79
Italia;Tasa de variación acumulada;2019M08;5,57
Italia;Tasa de variación acumulada;2019M07;5,58
Italia;Tasa de variación acumulada;2019M06;7,50
Italia;Tasa de variación acumulada;2019M05;10,63
Italia;Tasa de variación acumulada;2019M04;8,46
Italia;Tasa de variación acumulada;2019M03;6,94
Italia;Tasa de variación acumulada;2019M02;3,39
Italia;Tasa de variación acumulada;2019M01;-5,46
Italia;Tasa de variación acumulada;2018M12;3,94
Italia;Tasa de variación acumulada;2018M11;3,28
Italia;Tasa de variación acumulada;2018M10;2,64
Italia;Tasa de variación acumulada;2018M09;2,28
Italia;Tasa de variación acumulada;2018M08;-0,12
Italia;Tasa de variación acumulada;2018M07;0,40
Italia;Tasa de variación acumulada;2018M06;1,85
Italia;Tasa de variación acumulada;2018M05;1,55
Italia;Tasa de variación acumulada;2018M04;4,19
Italia;Tasa de variación acumulada;2018M03;6,26
Italia;Tasa de variación acumulada;2018M02;5,96
Italia;Tasa de variación acumulada;2018M01;2,05
Italia;Tasa de variación acumulada;2017M12;6,39
Italia;Tasa de variación acumulada;2017M11;6,88
Italia;Tasa de variación acumulada;2017M10;6,74
Italia;Tasa de variación acumulada;2017M09;7,01
Italia;Tasa de variación acumulada;2017M08;6,43
Italia;Tasa de variación acumulada;2017M07;9,37
Italia;Tasa de variación acumulada;2017M06;7,99
Italia;Tasa de variación acumulada;2017M05;9,31
Italia;Tasa de variación acumulada;2017M04;7,73
Italia;Tasa de variación acumulada;2017M03;5,24
Italia;Tasa de variación acumulada;2017M02;4,42
Italia;Tasa de variación acumulada;2017M01;12,54
Italia;Tasa de variación acumulada;2016M12;5,27
Italia;Tasa de variación acumulada;2016M11;4,98
Italia;Tasa de variación acumulada;2016M10;4,61
Italia;Tasa de variación acumulada;2016M09;4,00
Italia;Tasa de variación acumulada;2016M08;3,77
Italia;Tasa de variación acumulada;2016M07;6,41
Italia;Tasa de variación acumulada;2016M06;7,35
Italia;Tasa de variación acumulada;2016M05;5,23
Italia;Tasa de variación acumulada;2016M04;8,80
Italia;Tasa de variación acumulada;2016M03;12,48
Italia;Tasa de variación acumulada;2016M02;11,86
Italia;Tasa de variación acumulada;2016M01;10,72
Italia;Tasa de variación acumulada;2015M12;""
Italia;Tasa de variación acumulada;2015M11;""
Italia;Tasa de variación acumulada;2015M10;""
Países Bajos;Dato base;2023M05;392.950
Países Bajos;Dato base;2023M04;374.541
Países Bajos;Dato base;2023M03;226.794
Países Bajos;Dato base;2023M02;173.410
Países Bajos;Dato base;2023M01;203.843
Países Bajos;Dato base;2022M12;166.830
Países Bajos;Dato base;2022M11;187.890
Países Bajos;Dato base;2022M10;351.388
Países Bajos;Dato base;2022M09;415.211
Países Bajos;Dato base;2022M08;526.669
Países Bajos;Dato base;2022M07;559.885
Países Bajos;Dato base;2022M06;385.829
Países Bajos;Dato base;2022M05;421.683
Países Bajos;Dato base;2022M04;318.612
Países Bajos;Dato base;2022M03;222.929
Países Bajos;Dato base;2022M02;180.896
Países Bajos;Dato base;2022M01;185.268
Países Bajos;Dato base;2021M12;147.840
Países Bajos;Dato base;2021M11;172.807
Países Bajos;Dato base;2021M10;366.856
Países Bajos;Dato base;2021M09;361.606
Países Bajos;Dato base;2021M08;414.900
Países Bajos;Dato base;2021M07;292.840
Países Bajos;Dato base;2021M06;147.337
Países Bajos;Dato base;2021M05;72.196
Países Bajos;Dato base;2021M04;26.989
Países Bajos;Dato base;2021M03;18.160
Países Bajos;Dato base;2021M02;11.409
Países Bajos;Dato base;2021M01;15.914
Países Bajos;Dato base;2020M12;21.366
Países Bajos;Dato base;2020M11;18.346
Países Bajos;Dato base;2020M10;35.237
Países Bajos;Dato base;2020M09;33.789
Países Bajos;Dato base;2020M08;151.213
Países Bajos;Dato base;2020M07;191.104
Países Bajos;Dato base;2020M06;13.128
Países Bajos;Dato base;2020M05;0
Países Bajos;Dato base;2020M04;0
Países Bajos;Dato base;2020M03;95.360
Países Bajos;Dato base;2020M02;195.975
Países Bajos;Dato base;2020M01;162.843
Países Bajos;Dato base;2019M12;163.930
Países Bajos;Dato base;2019M11;182.139
Países Bajos;Dato base;2019M10;337.848
Países Bajos;Dato base;2019M09;375.562
Países Bajos;Dato base;2019M08;454.867
Países Bajos;Dato base;2019M07;508.260
Países Bajos;Dato base;2019M06;395.792
Países Bajos;Dato base;2019M05;426.675
Países Bajos;Dato base;2019M04;296.074
Países Bajos;Dato base;2019M03;221.834
Países Bajos;Dato base;2019M02;168.722
Países Bajos;Dato base;2019M01;152.557
Países Bajos;Dato base;2018M12;153.905
Países Bajos;Dato base;2018M11;166.221
Países Bajos;Dato base;2018M10;376.098
Países Bajos;Dato base;2018M09;382.511
Países Bajos;Dato base;2018M08;502.545
Países Bajos;Dato base;2018M07;537.542
Países Bajos;Dato base;2018M06;404.676
Países Bajos;Dato base;2018M05;446.583
Países Bajos;Dato base;2018M04;324.884
Países Bajos;Dato base;2018M03;227.053
Países Bajos;Dato base;2018M02;172.552
Países Bajos;Dato base;2018M01;160.700
Países Bajos;Dato base;2017M12;134.242
Países Bajos;Dato base;2017M11;165.527
