TIPO,NOMBRE,DIRECCION,DESCRIPCION,LATITUD,LONGITUD
OFICINAS_TURISMO,Oficina de Turismo de Marruecos,"CALLE VENTURA RODRIGUEZ 24, MADRID, 28008",No disponible,40.42420902572595,-3.714574560417809
OFICINAS_TURISMO,Oficina de Turismo de Perú,"PLAZA MARQUES DE SALAMANCA 10, MADRID, 28006",No disponible,40.429674007218026,-3.67928833409802
OFICINAS_TURISMO,Oficina de Turismo de Polonia,"CALLE PRINCESA 3, MADRID, 28008",No disponible,40.42474213964734,-3.7128591034859424
OFICINAS_TURISMO,Oficina de Turismo de Portugal,"CALLE LAGASCA 88, MADRID, 28001",No disponible,40.42991206232817,-3.6847491581278606
OFICINAS_TURISMO,Oficina de Turismo de República Checa,"AVENIDA PIO XII 22, MADRID, 28016",No disponible,40.466195029254166,-3.674926102930997
OFICINAS_TURISMO,Oficina de Turismo de República Dominicana,"CALLE ALCALÁ 59, MADRID, 28014",No disponible,40.43574088970734,-3.686270282394151
OFICINAS_TURISMO,Oficina de Turismo de Turquía,"CALLE ANTONIO MAURA 18, MADRID, 28014",No disponible,40.416395587157496,-3.6897865586854928
OFICINAS_TURISMO,Oficina de Turismo de Túnez,"CALLE RODRIGUEZ SAN PEDRO 2, MADRID, 28015",No disponible,40.43158083851068,-3.705513103389548
OFICINAS_TURISMO,Oficina de Turismo de Venezuela,"CALLE POETA JOAN MARAGALL 1, MADRID, 28020",No disponible,40.45326918487216,-3.692852364145741
OFICINAS_TURISMO,Oficina de Turismo de la Comunidad de Madrid. Aeropuerto Adolfo Suárez Madrid Barajas (T4) - (T1),"AVENIDA HISPANIDAD 2, MADRID, 28042",No disponible,40.45188738242834,-3.5859807207200376
OFICINAS_TURISMO,Oficina de Turismo de la Comunidad de Madrid. Estación de Atocha,"PLAZA EMPERADOR CARLOS V 3, MADRID, 28045",No disponible,40.4079119564538,-3.6923163004968975
OFICINAS_TURISMO,Oficina de información turística de Castilla y León en Madrid,"CALLE ALCALÁ 105, MADRID, 28009",No disponible,40.42177018095319,-3.682839477864372
OFICINAS_TURISMO,Oficina de promoción de Castilla - La Mancha en Madrid,"CALLE GRAN VIA 45, MADRID, 28013",No disponible,40.42090127868798,-3.707295329224958
OFICINAS_TURISMO,Punto de Información Turística Aeropuerto Adolfo Suárez Madrid -  Barajas Terminal 2 (Entre salas 5 y 6),"AVENIDA HISPANIDAD 0, MADRID, 28042",No disponible,40.45188738242834,-3.5859807207200376
OFICINAS_TURISMO,Punto de Información Turística Aeropuerto Adolfo Suárez Madrid - Barajas Terminal 4 (Sala 10),"AVENIDA HISPANIDAD 0, MADRID, 28042",No disponible,40.45188738242834,-3.5859807207200376
OFICINAS_TURISMO,Punto de Información Turística Palacio Real,"CALLE BAILEN 0, MADRID, 28013",No disponible,40.41700064452497,-3.7121662397143353
OFICINAS_TURISMO,Punto de Información Turística Reina Sofía,"CALLE SANTA ISABEL 52, MADRID, 28012",Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.,40.40864029339671,-3.693950410329325
OFICINAS_TURISMO,Punto de Información Turística de Cuesta de Moyano,"CALLE CLAUDIO MOYANO 1, MADRID, 28014",No disponible,40.40978192192937,-3.689372060449217
OFICINAS_TURISMO,Punto de Información Turística. CentroCentro,"PLAZA CIBELES 1, MADRID, 28014","El espacio de exposiciones CentroCentro, en el Palacio de Cibeles (actual sede del Ayuntamiento de Madrid y antiguo Palacio de Correos) alberga un punto de información turística y una tienda con recuerdos y artesanías madrileñas.",40.419011767401095,-3.692206111679657
OFICINAS_TURISMO,Punto de Información Turística. Estadio Santiago Bernabéu,"PASEO CASTELLANA 138, MADRID, 28046",Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.,40.451465916355055,-3.69008606793658
OFICINAS_TURISMO,Punto de Información Turística. Paseo del Prado,"PLAZA NEPTUNO 1, MADRID, 28014",Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.,40.41688576337496,-3.692184322678944
OFICINAS_TURISMO,Punto de Información Turística. Plaza de Callao,"PLAZA CALLAO 1, MADRID, 28013",Punto de Información Turística cofinanciado por el Fondo Europeo de Desarrollo Regional.,40.41974735763767,-3.706134666507885
OFICINAS_TURISMO,Servicio de Atención al Turista Extranjero (SATE). Comisaría de Retiro,"CALLE HUERTAS 76, MADRID, 28014","El servicio de Atención al Turista Extranjero -SATE- es un servicio especializado gestionado por la Empresa Municipal Madrid Destino en colaboración con funcionarios del Cuerpo Nacional de Policía. Tiene por finalidad atender al turista extranjero que, durante su estancia en Madrid, haya vivido una situación excepcional y requiera de apoyo policial. Entre las funciones del servicio destaca el apoyo en trámites policiales, la localización de familiares, la cancelación de tarjetas de crédito, el contacto con embajadas y consulados, información turística y otros.",40.4128573567106,-3.694967866182062
